Timestamp (s), Slip Angle (deg)
84.633333, -5.491179
84.666667, 3.906072
84.700000, -4.803358
84.733333, -3.845543
84.766667, -6.478568
84.800000, -5.727675
84.833333, -3.517744
84.866667, -4.381852
84.900000, -5.093477
84.933333, -5.220174
84.966667, -5.457692
85.000000, -6.349832
85.033333, -2.718488
85.066667, -6.688217
85.100000, -6.529163
85.133333, -6.237124
85.166667, -4.620843
85.200000, -4.514128
85.233333, -5.944453
85.266667, -5.722906
85.300000, -6.278004
85.333333, -6.427600
85.366667, -5.836592
85.400000, -5.387315
85.433333, -7.541300
85.466667, -6.545625
85.500000, -7.190932
85.533333, -5.647931
85.566667, -6.840338
85.600000, -5.492225
85.633333, -5.450744
85.666667, -5.783009
85.700000, -6.227092
85.733333, -5.886994
85.766667, -4.790377
85.800000, -6.386293
85.833333, -5.421998
85.866667, -5.334565
85.900000, -6.265609
85.933333, -3.088467
85.966667, -4.395636
86.000000, -6.797592
86.033333, -6.565004
86.066667, -5.115084
86.100000, -6.464111
86.133333, -6.752829
86.166667, -6.660771
86.200000, -5.069764
86.233333, -5.996391
86.266667, -4.500392
86.300000, -4.742385
86.333333, -6.785993
86.366667, -4.624750
86.400000, -5.784539
86.433333, -4.155671
86.466667, -5.970953
86.500000, -4.880559
86.533333, -6.216695
86.566667, -6.237201
86.600000, -4.478711
86.633333, -5.265439
86.666667, -4.890167
86.700000, -6.518985
86.733333, -5.114403
86.766667, -5.043916
86.800000, -6.609359
86.833333, -5.372708
86.866667, -5.480004
86.900000, -5.770532
86.933333, -4.765330
86.966667, -5.861994
87.000000, -5.353852
87.033333, -5.764480
87.066667, -5.106846
87.100000, -4.739907
87.133333, -4.114050
87.166667, -4.646172
87.200000, -2.785621
87.233333, -4.636407
87.266667, -3.606954
87.300000, -2.082446
87.333333, -2.726468
87.366667, -4.220587
87.400000, -3.613037
87.433333, -2.632681
87.466667, -2.456784
87.500000, -2.248556
87.533333, -3.413400
87.566667, -2.330417
87.600000, -2.191479
87.633333, -2.100729
87.666667, -1.835797
87.700000, -2.008396
87.733333, -2.134161
87.766667, -1.360487
87.800000, -1.329250
87.833333, -2.118496
87.866667, -1.793659
87.900000, -1.617849
87.933333, -0.609138
87.966667, -1.427553
88.000000, -0.994849
88.033333, 0.232971
88.066667, -0.716546
88.100000, -0.558464
88.133333, -0.261208
88.166667, 0.328825
88.200000, -0.971955
88.233333, -0.188686
88.266667, -0.460460
88.300000, 0.317831
88.333333, -1.246066
88.366667, 0.455610
88.400000, 0.407365
88.433333, -0.986521
88.466667, -0.951303
88.500000, -0.207539
88.533333, 0.125378
88.566667, -0.077450
88.600000, 0.580682
88.633333, 1.371763
88.666667, 0.298458
88.700000, 0.012863
88.733333, -0.469893
88.766667, 0.165035
88.800000, -0.581153
88.833333, 2.095103
88.866667, 0.836505
88.900000, 0.555849
88.933333, 0.713991
88.966667, 1.372142
89.000000, 0.106825
89.033333, 0.155502
89.066667, 0.773939
89.100000, 1.380124
89.133333, 0.606896
89.166667, 0.804209
89.200000, 0.181797
89.233333, -0.174559
89.266667, -0.297407
89.300000, 0.633455
89.333333, 1.758139
89.366667, 1.460441
89.400000, -0.421617
89.433333, 0.903584
89.466667, 0.854353
89.500000, 0.781259
89.533333, 0.893101
89.566667, 1.096648
89.600000, 0.262795
89.633333, 0.711684
89.666667, 1.251792
89.700000, 1.448630
89.733333, 1.418475
89.766667, 0.699306
89.800000, 0.371907
89.833333, 1.081962
89.866667, 0.317992
89.900000, 0.339278
89.933333, 0.715073
89.966667, 0.485689
90.000000, 1.261246
90.033333, 1.497043
90.066667, 0.173896
90.100000, 0.467303
90.133333, 2.353679
90.166667, 0.137335
90.200000, 0.972208
90.233333, -0.220498
90.266667, 1.286765
90.300000, 1.406343
90.333333, 1.395367
90.366667, 1.366642
90.400000, 0.680108
90.433333, 1.197237
90.466667, 1.434514
90.500000, 0.210321
90.533333, 0.725790
90.566667, 1.085152
90.600000, 1.384408
90.633333, 0.443021
90.666667, 0.966269
90.700000, 1.712090
90.733333, 1.827708
90.766667, 1.264674
90.800000, 0.472104
90.833333, 0.837428
90.866667, 0.671088
90.900000, 2.026499
90.933333, 1.062003
90.966667, 0.814062
91.000000, 0.344148
91.033333, 0.980427
91.066667, 0.805654
91.100000, 1.518099
91.133333, 1.916084
91.166667, 0.609621
91.200000, 0.847550
91.233333, 1.471836
91.266667, 1.207311
91.300000, 0.590856
91.333333, 0.244633
91.366667, 1.145999
91.400000, 1.213515
91.433333, 0.073594
91.466667, 1.011716
91.500000, 0.770960
91.533333, 2.772880
91.566667, 1.255787
91.600000, 1.753135
91.633333, 2.074001
91.666667, 1.024601
91.700000, 1.046961
91.733333, 1.015704
91.766667, 1.535618
91.800000, 1.620656
91.833333, 1.262575
91.866667, 1.522950
91.900000, 0.976983
91.933333, 2.100075
91.966667, 1.031129
92.000000, 2.016549
92.033333, 1.453747
92.066667, 0.948065
92.100000, 1.542391
92.133333, 1.149622
92.166667, 1.672711
92.200000, 1.419615
92.233333, 0.951513
92.266667, 2.162243
92.300000, 0.681742
92.333333, 1.257062
92.366667, 1.932352
92.400000, 1.315828
92.433333, 3.075525
92.466667, 1.169941
92.500000, 1.851802
92.533333, 1.927046
92.566667, 1.344057
92.600000, 1.490075
92.633333, 0.884948
92.666667, 1.714472
92.700000, 1.010538
92.733333, 2.187990
92.766667, 0.823985
92.800000, 1.766512
92.833333, 2.275515
92.866667, 1.043998
92.900000, 2.958972
92.933333, 1.250241
92.966667, 1.533327
93.000000, 1.609404
93.033333, 2.264721
93.066667, 1.422445
93.100000, 0.683584
93.133333, 2.030900
93.166667, 0.939142
93.200000, 1.360881
93.233333, 1.305954
93.266667, 2.310061
93.300000, 1.111138
93.333333, 2.950275
93.366667, 1.736751
93.400000, 2.056203
93.433333, 1.238899
93.466667, 1.925989
93.500000, 1.406697
93.533333, 1.414236
93.566667, 2.601196
93.600000, 0.994699
93.633333, 1.990596
93.666667, 1.404634
93.700000, 1.546159
93.733333, 0.737589
93.766667, 4.091273
93.800000, 0.929205
93.833333, 1.599790
93.866667, 1.575004
93.900000, 1.920911
93.933333, 0.762442
93.966667, 1.427579
94.000000, -0.209390
94.033333, 2.284799
94.066667, 1.087967
94.100000, 1.549312
94.133333, 1.775475
94.166667, 0.844651
94.200000, 2.223956
94.233333, 0.641038
94.266667, 2.096740
94.300000, 1.137350
94.333333, 1.347827
94.366667, 0.791850
94.400000, 1.801277
94.433333, 0.388806
94.466667, 3.154258
94.500000, 0.829987
94.533333, 1.467805
94.566667, 1.301196
94.600000, 2.077998
94.633333, 1.922162
94.666667, 1.583628
94.700000, 1.059042
94.733333, 1.108110
94.766667, 1.165316
94.800000, 0.949893
94.833333, 0.619723
94.866667, 1.624298
94.900000, 0.729427
94.933333, 0.277082
94.966667, 1.489624
95.000000, 0.512561
95.033333, 0.564955
95.066667, 0.866040
95.100000, 0.786839
95.133333, -0.867610
95.166667, 0.255284
95.200000, -0.408166
95.233333, 1.216461
95.266667, -0.591792
95.300000, 0.914447
95.333333, -0.062794
95.366667, 0.086428
95.400000, 0.262785
95.433333, -0.984935
95.466667, 0.108234
95.500000, 0.693747
95.533333, -0.345503
95.566667, 0.066945
95.600000, 0.838816
95.633333, 0.644690
95.666667, 1.210217
95.700000, -0.243118
95.733333, 0.012301
95.766667, 0.140499
95.800000, -0.197299
95.833333, 0.595459
95.866667, -0.406443
95.900000, 0.120546
95.933333, -0.112559
95.966667, 0.336730
96.000000, -1.126078
96.033333, 0.991889
96.066667, 0.784691
96.100000, 0.542106
96.133333, -0.579429
96.166667, 0.197775
96.200000, -0.076666
96.233333, 0.803426
96.266667, -0.751515
96.300000, 1.117328
96.333333, 0.679819
96.366667, 0.818891
96.400000, -0.501807
96.433333, 0.820603
96.466667, 0.048395
96.500000, -0.278464
96.533333, -0.881543
96.566667, 0.633208
96.600000, -0.803883
96.633333, -0.153101
96.666667, -0.143842
96.700000, -0.117184
96.733333, -0.354801
96.766667, -0.159817
96.800000, -0.544660
96.833333, 1.103348
96.866667, 1.129422
96.900000, 0.196002
96.933333, 1.511817
96.966667, 1.240623
97.000000, 1.037981
97.033333, -0.562263
97.066667, 1.548851
97.100000, 0.838689
97.133333, 0.284666
97.166667, 0.538012
97.200000, -0.440561
97.233333, 1.222920
97.266667, 0.565638
97.300000, -0.137046
97.333333, 0.049909
97.366667, -0.184615
97.400000, 0.934044
97.433333, 0.329194
97.466667, 1.036635
97.500000, -0.282183
97.533333, 1.119415
97.566667, -0.632793
97.600000, -0.705232
97.633333, 0.037489
97.666667, 0.130537
97.700000, 0.041284
97.733333, -0.700095
97.766667, -0.001064
97.800000, 0.836919
97.833333, 0.013778
97.866667, -0.273635
97.900000, -0.188056
97.933333, -0.019746
97.966667, -0.646012
98.000000, -0.115769
98.033333, -0.615772
98.066667, -0.029634
98.100000, 1.277525
98.133333, 0.537801
98.166667, -0.389291
98.200000, 0.567192
98.233333, 0.505667
98.266667, -0.019436
98.300000, 0.733045
98.333333, -0.323711
98.366667, -0.634317
98.400000, 0.239560
98.433333, -0.539006
98.466667, 0.849141
98.500000, -1.276795
98.533333, -0.108381
98.566667, -0.342314
98.600000, -0.137057
98.633333, -0.935281
98.666667, 1.041076
98.700000, 0.918682
98.733333, 0.805473
98.766667, -0.638258
98.800000, 1.825800
98.833333, 0.248012
98.866667, -1.075413
98.900000, 1.365057
98.933333, 0.161223
98.966667, 0.028505
99.000000, 0.454664
99.033333, 0.645436
99.066667, -0.310949
99.100000, -0.006911
99.133333, 0.683567
99.166667, 0.288206
99.200000, 0.068180
99.233333, 0.363932
99.266667, 0.641662
99.300000, 0.063340
99.333333, 0.029500
99.366667, 0.139942
99.400000, 0.168588
99.433333, -0.057321
99.466667, 0.957234
99.500000, 0.888604
99.533333, 1.499303
99.566667, 0.268796
99.600000, -0.204669
99.633333, 2.298233
99.666667, -0.322634
99.700000, 0.042026
99.733333, -0.026831
99.766667, -0.159034
99.800000, 0.544604
99.833333, -0.224749
99.866667, 0.372434
99.900000, -1.113410
99.933333, 0.928676
99.966667, 0.682790
